restaurant_name,restaurant_location,cost_for_2,cusisine,rating,restaurant_img,restaurant_page
The Piano Man,"32nd Milestone, Gurgaon",2500,"Beverages,European,Finger Food,Italian,Mexican,Asian",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F670560%2Frestaurant320200213130045.jpg,https://www.eazydiner.com//delhi-ncr/the-piano-man-32nd-milestone-gurgaon-670560?deal_types[]=postpaid
Cafe High5,"Connaught Place (CP), Central Delhi",1200,Multicuisine,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F669646%2Frestaurant420191115064335.jpg,https://www.eazydiner.com//delhi-ncr/mkob-my-kind-of-bar-connaught-place-cp-central-delhi-669646?deal_types[]=postpaid
Gola Sizzlers,"Connaught Place (CP), Central Delhi",1500,"Beverages,Chinese,Fast Food,Finger Food,Italian,Mughlai,North Indian,Multicuisine",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110349%2Frestaurant420170916094608.jpg,https://www.eazydiner.com//delhi-ncr/gola-sizzlers-connaught-place-110349?deal_types[]=postpaid
MAD Restaurant,"Rajouri Garden, West Delhi",700,"European,North Indian,Spanish,Asian",4.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672210%2Frestaurant020201216113309.jpg,https://www.eazydiner.com//delhi-ncr/mad-restaurant-rajouri-garden-west-delhi-672210?deal_types[]=postpaid
Kinbuck 2 Cafe & Bar,"Connaught Place (CP), Central Delhi",1200,"Chinese,Italian,Lebanese,Mexican,North Indian",4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121200%2Frestaurant020191116061504.jpg,https://www.eazydiner.com//delhi-ncr/kinbuck-2-connaught-place-121200?deal_types[]=postpaid
Kitchen District,"Hyatt Regency, Gurgaon",2400,All Day Dining,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F116086%2Frestaurant020190527104934.jpg,https://www.eazydiner.com//delhi-ncr/kitchen-district-hyatt-regency-sector-83-116086?deal_types[]=postpaid
Filmy Bar & Cafe,"Paharganj, Central Delhi",1200,Multicuisine,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F683515%2Frestaurant020220511105308.jpeg,https://www.eazydiner.com//delhi-ncr/filmy-bar-cafe-paharganj-central-delhi-683515?deal_types[]=postpaid
Desi Vibes,"Sector 18, Noida",1300,"Mughlai,North Indian",5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110092%2Frestaurant020170626101659.jpg,https://www.eazydiner.com//delhi-ncr/desi-vibes-sector-18-noida-110092?deal_types[]=postpaid
Miss Nora,"Rajouri Garden, West Delhi",1500,Pan Asian,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F670088%2Frestaurant1020191226100652.jpg,https://www.eazydiner.com//delhi-ncr/miss-nora-rajouri-garden-west-delhi-670088?deal_types[]=postpaid
Lost Lemons,"Sector 29, Gurgaon",1600,Multicuisine,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F670333%2Frestaurant120200130103002.jpg,https://www.eazydiner.com//delhi-ncr/lost-lemons-sector-29-gurgaon-670333?deal_types[]=postpaid
The Great Kabab Factory,"Radisson Blu Marina, New Delhi",2600,"Biryani,North Indian",4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110542%2Frestaurant020180516094733.jpg,https://www.eazydiner.com//delhi-ncr/the-great-kabab-factory-radisson-blu-marina-connaught-place-cp-110542?deal_types[]=postpaid
Lord of the Drinks,"Connaught Place (CP), Central Delhi",1800,"Chinese,European,Finger Food,Italian,North Indian,Cocktail Menu,Multicuisine",4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121379%2Frestaurant220160521112934.jpg,https://www.eazydiner.com//delhi-ncr/lord-of-the-drinks-connaught-place-121379?deal_types[]=postpaid
In The Punjab,"Greater Kailash (GK) 2, South Delhi",1500,North Indian,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110360%2Frestaurant720191128102134.jpg,https://www.eazydiner.com//delhi-ncr/in-the-punjab-greater-kailash-gk-1-delhi-110360?deal_types[]=postpaid
Mandarin Trail,"The Great India Place Mall, Noida",1600,"Chinese,Pan Asian,Thai,Multicuisine",4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110803%2Frestaurant020170306110308.jpg,https://www.eazydiner.com//delhi-ncr/mandarin-trail-sector-38-noida-110803?deal_types[]=postpaid
The Bikers Cafe,"Golf Course Road, Gurgaon",1000,Cafe,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121556%2Frestaurant620210412115416.jpg,https://www.eazydiner.com//delhi-ncr/the-bikers-cafe-sector-54-gurgaon-121556?deal_types[]=postpaid
Michigan Taps,"Global Foyer Mall, Gurgaon",1300,"American,European,Mediterranean,North Indian,Asian",4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672137%2Frestaurant320210112095029.jpg,https://www.eazydiner.com//delhi-ncr/michigan-taps-global-foyer-mall-gurgaon-672137?deal_types[]=postpaid
Brat House,"Karol Bagh, Central Delhi",1200,Multicuisine,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F683229%2Frestaurant020220409113029.jpg,https://www.eazydiner.com//delhi-ncr/brat-house-karol-bagh-central-delhi-683229?deal_types[]=postpaid
Indian Grill Room,"Golf Course Road, Gurgaon",2200,North Indian,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110115%2F9284_restaurant%2Bcover%2Bimage2-01.jpg,https://www.eazydiner.com//delhi-ncr/indian-grill-room-golf-course-road-110115?deal_types[]=postpaid
Foxtrot,"Cyber Hub, Gurgaon",1800,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F663218%2Frestaurant020190717141719.jpg,https://www.eazydiner.com//delhi-ncr/foxtrot-cyber-hub-gurgaon-663218?deal_types[]=postpaid
Unplugged Courtyard,"Udyog Vihar, Gurgaon",1500,"European,Italian,North Indian,Multicuisine,Pan Asian",4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F658212%2Frestaurant020190821075642.png,https://www.eazydiner.com//delhi-ncr/unplugged-courtyard-udyog-vihar-gurgaon-658212?deal_types[]=postpaid
Anglow,"Khan Market, Central Delhi",2000,"Modern Indian,Regional Indian",4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F661896%2Frestaurant120190209084336.jpg,https://www.eazydiner.com//delhi-ncr/anglow-khan-market-central-delhi-661896?deal_types[]=postpaid
La La Land,"Global Foyer Mall, Gurgaon",2000,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F662672%2Frestaurant120190405053439.jpg,https://www.eazydiner.com//delhi-ncr/la-la-land-brew-pub-global-foyer-mall-gurgaon-662672?deal_types[]=postpaid
Food Exchange,Novotel New Delhi Aerocity-An AccorHotels Brand,1600,Multicuisine,4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F600092%2Frestaurant220200903064717.jpg,https://www.eazydiner.com//delhi-ncr/food-exchange-novotel-new-delhi-aerocity-an-accorhotels-brand-igi-airport-600092?deal_types[]=postpaid
Tamarind Kitchen,"Sector 104, Noida",1200,Multicuisine,4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682789%2Frestaurant020220225082349.jpg,https://www.eazydiner.com//delhi-ncr/tamarind-kitchen-sector-104-noida-682789?deal_types[]=postpaid
High Bae,"Delhi Cantt., South Delhi",1200,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F670846%2Frestaurant020200318081245.jpg,https://www.eazydiner.com//delhi-ncr/high-bae-chanakyapuri-central-delhi-670846?deal_types[]=postpaid
Jamie's Italian,"Ambience Mall, Vasant Kunj",1500,Italian,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121475%2Frestaurant020190214121333.jpg,https://www.eazydiner.com//delhi-ncr/jamies-italian-ambience-mall-vasant-kunj-121475?deal_types[]=postpaid
Pavilion 75,"WelcomHotel Dwarka, New Delhi",2500,Multicuisine,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F111389%2Frestaurant120210915082939.jpg,https://www.eazydiner.com//delhi-ncr/pavilion-75-welcomhotel-dwarka-111389?deal_types[]=postpaid
Nook,Aloft Hotel Aerocity New Delhi,1800,Multicuisine,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F656443%2Frestaurant020180811115435.jpg,https://www.eazydiner.com//delhi-ncr/the-nook-aloft-hotel-aerocity-new-delhi-656443?deal_types[]=postpaid
Diablo,"Mehrauli, South Delhi",2000,"Finger Food,Mediterranean,Turkish,Iranian",4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F670672%2Frestaurant320200801080504.jpeg,https://www.eazydiner.com//delhi-ncr/diablo-mehrauli-south-delhi-670672?deal_types[]=postpaid
Broadway,"Radisson Blu, Faridabad",3000,Multicuisine,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F644019%2Frestaurant320191031111459.jpg,https://www.eazydiner.com//delhi-ncr/broadway-radisson-blu-mathura-road-644019?deal_types[]=postpaid
Suroor Reloaded,"Rajouri Garden, West Delhi",1200,Multicuisine,3.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F648331%2Frestaurant420190416072910.jpeg,https://www.eazydiner.com//delhi-ncr/suroor-rajouri-garden-west-delhi-648331?deal_types[]=postpaid
My Tea Chapel,"DLF South Point Mall, Golf Course Road",595,"Cafe,Coffee and Tea",4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672176%2Frestaurant020201208064611.jpeg,https://www.eazydiner.com//delhi-ncr/my-tea-chapel-dlf-south-point-mall-golf-course-road-672176?deal_types[]=postpaid
Kiara Soul Kitchen,"Greater Kailash (GK) 2, South Delhi",1600,"Indian,Pan Asian",4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F653446%2Frestaurant020211211044450.jpg,https://www.eazydiner.com//delhi-ncr/kiara-soul-kitchen-greater-kailash-gk-2-south-delhi-653446?deal_types[]=postpaid
Prego,"The Westin, Gurgaon",3000,Italian,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110474%2Frestaurant020180320101455.jpg,https://www.eazydiner.com//delhi-ncr/prego-the-westin-sector-29-110474?deal_types[]=postpaid
REVE,"The Walk, Worldmark Delhi",1500,"French,Italian,Spanish,Continental",4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F657498%2Frestaurant220201019102216.jpg,https://www.eazydiner.com//delhi-ncr/reve-worldmark-1-657498?deal_types[]=postpaid
The Junkyard Cafe,"Connaught Place (CP), Central Delhi",1800,"Finger Food,Mediterranean,North Indian,Thai,Casual Eclectic,Momos,Asian,Salad",3.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121497%2F6223_2-01.jpg,https://www.eazydiner.com//delhi-ncr/the-junkyard-cafe-connaught-place-121497?deal_types[]=postpaid
Nanking,"Vasant Kunj, South Delhi",1500,Chinese,4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110539%2Frestaurant420201103112227.jpeg,https://www.eazydiner.com//delhi-ncr/nanking-vasant-kunj-110539?deal_types[]=postpaid
Pind Balluchi,"Netaji Subhash Place, North Delhi",1000,North Indian,4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F119488%2Frestaurant220200930085257.jpg,https://www.eazydiner.com//delhi-ncr/pind-balluchi-netaji-subhash-place-119488?deal_types[]=postpaid
Qubitos - The Terrace Cafe,"Rajouri Garden, West Delhi",1600,Multicuisine,4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121501%2Frestaurant220210320114613.jpg,https://www.eazydiner.com//delhi-ncr/qubitos-the-terrace-cafe-rajouri-garden-121501?deal_types[]=postpaid
The Immigrant Cafe,"Connaught Place (CP), Central Delhi",1200,Multicuisine,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121253%2Frestaurant020170921095144.jpg,https://www.eazydiner.com//delhi-ncr/cafe-immigrant-cannaught-place-121253?deal_types[]=postpaid
7 Old Town,"Hauz Khas, South Delhi",1500,"Chinese,European,North Indian,Pan Asian,Asian,Continental",4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F670668%2Frestaurant320210823041615.jpg,https://www.eazydiner.com//delhi-ncr/7-old-town-aurobindo-marg-south-delhi-670668?deal_types[]=postpaid
38 Barracks,"Connaught Place (CP), Central Delhi",1100,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F604748%2Frestaurant020180208040439.jpg,https://www.eazydiner.com//delhi-ncr/38-barracks-connaught-place-cp-central-delhi-604748?deal_types[]=postpaid
Sura Vie,"Punjabi Bagh, West Delhi",1800,Multicuisine,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F656207%2Frestaurant020210413084435.jpg,https://www.eazydiner.com//delhi-ncr/sura-vie-punjabi-bagh-west-delhi-656207?deal_types[]=postpaid
Mist,"The Park, New Delhi",2100,Casual Eclectic,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F111071%2Frestaurant020191211070428.jpg,https://www.eazydiner.com//delhi-ncr/mist-the-park-connaught-place-cp-111071?deal_types[]=postpaid
Friction,"Sector 29, Gurgaon",1500,Finger Food,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F648282%2Frestaurant020190606121009.jpg,https://www.eazydiner.com//delhi-ncr/friction-the-drinkery-sector-29-gurgaon-648282?deal_types[]=postpaid
Dasaprakash,"Ashok Vihar Phase 2, North Delhi",800,South Indian,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682174%2Frestaurant020211123081541.jpeg,https://www.eazydiner.com//delhi-ncr/dasaprakash-ashok-vihar-phase-2-north-delhi-682174?deal_types[]=postpaid
Dhaba - Estd 1986 Delhi,Worldmark 2,1200,North Indian,4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/group%2F30%2Fmenu020210518095052.jpg,https://www.eazydiner.com//delhi-ncr/dhaba-estd-1986-delhi-worldmark-2-661800?deal_types[]=postpaid
Anardana Modern Kitchen and Bar,"Vikas Marg, East Delhi",1500,"Chinese,Modern Indian",4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F662068%2Frestaurant120190226081628.jpg,https://www.eazydiner.com//delhi-ncr/anardana-modern-kitchen-and-bar-vikas-marg-east-delhi-662068?deal_types[]=postpaid
Mamagoto,"Cyber Hub, Gurgaon",1500,Pan Asian,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/group%2F38%2Fmenu020211214082700.jpg,https://www.eazydiner.com//delhi-ncr/mr-mamagoto-cyber-hub-gurgaon-648371?deal_types[]=postpaid
Sixth Empirica,"Punjabi Bagh, West Delhi",1000,Multicuisine,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F653623%2Frestaurant320180614113301.jpeg,https://www.eazydiner.com//delhi-ncr/sixth-empirica-punjabi-bagh-west-delhi-653623?deal_types[]=postpaid
The Connaught Bar,"Radisson Blu Marina, New Delhi",1800,Finger Food,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F112134%2Frestaurant120180516093446.jpg,https://www.eazydiner.com//delhi-ncr/the-connaught-bar-radisson-blu-marina-connaught-place-cp-112134?deal_types[]=postpaid
Limbo,"Sector 29, Gurgaon",1500,Multicuisine,4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F663411%2Frestaurant220190607105247.jpeg,https://www.eazydiner.com//delhi-ncr/uforia-sector-29-gurgaon-663411?deal_types[]=postpaid
Vibe: The Sky Bar,"Doubletree by Hilton, Gurugram Baani Square",3000,Finger Food,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121541%2Frestaurant020220120104636.jpg,https://www.eazydiner.com//delhi-ncr/vibe-the-sky-bar-hilton-garden-inn-sector-50-121541?deal_types[]=postpaid
Suribachi,"Malviya Nagar, South Delhi",1700,Multicuisine,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F111553%2Frestaurant020220525102803.jpeg,https://www.eazydiner.com//delhi-ncr/suribachi-malviya-nagar-111553?deal_types[]=postpaid
The Ancient Barbeque,"Sector 63, Noida",1300,"Indian,Barbeque",4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110030%2Frestaurant020200208092620.jpg,https://www.eazydiner.com//delhi-ncr/the-ancient-barbeque-sector-63-noida-110030?deal_types[]=prepaid
Castle's Barbeque,"Netaji Subhash Place, North Delhi",1300,Multicuisine,3.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682196%2Frestaurant020211125091247.jpg,https://www.eazydiner.com//delhi-ncr/castles-barbeque-netaji-subhash-place-north-delhi-682196?deal_types[]=postpaid
Josh - The High Energy Bar,"Pitampura, North Delhi",1500,Multicuisine,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F670282%2Frestaurant1320201008060528.jpg,https://www.eazydiner.com//delhi-ncr/josh-the-high-energy-bar-pitampura-north-delhi-670282?deal_types[]=postpaid
The One,"Le Meridien, New Delhi",3000,All Day Dining,3.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110705%2FTHE10-01.jpg,https://www.eazydiner.com//delhi-ncr/the-one-le-meridien-janpath-110705?deal_types[]=postpaid
Tippling Street,"Rajouri Garden, West Delhi",1600,"European,Modern Indian,Pan Asian",4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F643844%2Frestaurant020170812055839.jpg,https://www.eazydiner.com//delhi-ncr/tippling-street-rajouri-garden-west-delhi-643844?deal_types[]=postpaid
Rehab Gastropub,"Hauz Khas Village, South Delhi",1100,Multicuisine,4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F647788%2Frestaurant020170809082658.jpg,https://www.eazydiner.com//delhi-ncr/rehab-gastropub-hauz-khas-village-south-delhi-647788?deal_types[]=postpaid
Krua Thai,"Sector 67, Gurgaon",1100,Thai,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672851%2Frestaurant020210125072742.png,https://www.eazydiner.com//delhi-ncr/krua-thai-sector-67-gurgaon-672851?deal_types[]=postpaid
Cafe After Hours,"Dwarka, West Delhi",900,"Beverages,Cafe,Chinese,North Indian,Thai,Continental",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F644070%2Frestaurant920180821124134.jpg,https://www.eazydiner.com//delhi-ncr/cafe-after-hours-dwarka-west-delhi-644070?deal_types[]=postpaid
QLA,"Mehrauli, South Delhi",3500,"European,Finger Food,Italian,Pizza,Spanish",5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121348%2Frestaurant020181001053318.jpg,https://www.eazydiner.com//delhi-ncr/qla-mehrauli-121348?deal_types[]=postpaid
Seoul Restaurant,"Ansal Plaza Mall, Khel Gaon Marg",1300,"Japanese,Korean,Sushi",4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F112001%2Frestaurant020201216052631.jpeg,https://www.eazydiner.com//delhi-ncr/restaurant-de-seoul-khel-gaon-marg-112001?deal_types[]=postpaid
House #309 by Sweet Obsession,"DLF South Point Mall, Golf Course Road",700,"Bakery,Cafe",4.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F674367%2Frestaurant020211006084347.jpeg,https://www.eazydiner.com//delhi-ncr/house-309-by-sweet-obsession-dlf-south-point-mall-golf-course-road-674367?deal_types[]=postpaid
Elio,"Gardens Galleria Mall, Sector 38",1200,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682744%2Frestaurant020220219060358.jpeg,https://www.eazydiner.com//delhi-ncr/elio-gardens-galleria-682744?deal_types[]=postpaid
Jamie Oliver's Italian,"Pacific Mall, Tagore Garden",1500,"Italian,Pizza",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F661952%2Frestaurant520190214114004.png,https://www.eazydiner.com//delhi-ncr/jamie-olivers-italian-pacific-mall-tagore-garden-661952?deal_types[]=postpaid
Jalsa,"Galleria Market, Gurgaon",1200,"Chinese,Indian",4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672206%2Frestaurant420201214104256.jpeg,https://www.eazydiner.com//delhi-ncr/jalsa-galleria-market-gurgaon-672206?deal_types[]=postpaid
Mesa Wine Bistro,Worldmark 3,2000,European,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F668953%2Frestaurant720190912103036.jpeg,https://www.eazydiner.com//delhi-ncr/mesa-wine-bistro-worldmark-3-668953?deal_types[]=postpaid
Chi Ni,"The Roseate, New Delhi",4000,Chinese,4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121329%2F339_1-01.jpg,https://www.eazydiner.com//delhi-ncr/chi-ni-the-roseate-rajokri-121329?deal_types[]=postpaid
Cafe Knosh,"The Leela Ambience Convention Hotel, New Delhi",3000,Cafe,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F111388%2Frestaurant020160816144744.jpg,https://www.eazydiner.com//delhi-ncr/cafe-knosh-the-leela-ambience-convention-hotel-vivek-vihar-111388?deal_types[]=postpaid
Karigari,"Sector 51, Noida",1500,"Mughlai,North Indian",4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682740%2Frestaurant120220315092602.jpeg,https://www.eazydiner.com//delhi-ncr/karigari-sector-51-noida-682740?deal_types[]=postpaid
Studio Xo Bar,"Sector 29, Gurgaon",1500,Multicuisine,4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672260%2Frestaurant220210105063914.jpg,https://www.eazydiner.com//delhi-ncr/studio-xo-bar-sector-29-gurgaon-672260?deal_types[]=postpaid
Dasaprakash,"Connaught Place (CP), Central Delhi",800,South Indian,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682172%2Frestaurant020211123065021.jpeg,https://www.eazydiner.com//delhi-ncr/dasaprakash-connaught-place-cp-central-delhi-682172?deal_types[]=postpaid
The Embassy,"Connaught Place (CP), Central Delhi",2000,Multicuisine,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110356%2Frestaurant020201223154117.jpg,https://www.eazydiner.com//delhi-ncr/embassy-connaught-place-110356?deal_types[]=postpaid
IHOP,"Cyber Hub, Gurgaon",1200,American,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F644427%2Frestaurant020190222085058.jpg,https://www.eazydiner.com//delhi-ncr/ihop-cyber-hub-gurgaon-644427?deal_types[]=postpaid
The Brewhouse,"Radisson Gurugram,Sohna Road City Center, Gurgaon",1500,Finger Food,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F619839%2Frestaurant620190131124407.jpg,https://www.eazydiner.com//delhi-ncr/the-brewhouse-fortune-select-excalibur-gurgaon-619839?deal_types[]=postpaid
Mai Bao,"Commons at DLF Avenue, Saket",1800,Singaporean,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672872%2Frestaurant220210128080058.jpg,https://www.eazydiner.com//delhi-ncr/mai-bao-saket-south-delhi-672872?deal_types[]=postpaid
Cafe Out of the Box Courtyard,"Connaught Place (CP), Central Delhi",1200,Multicuisine,3.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F671982%2Frestaurant120201023064014.jpg,https://www.eazydiner.com//delhi-ncr/cafe-out-of-the-box-courtyard-connaught-place-cp-central-delhi-671982?deal_types[]=postpaid
Sagar Ratna,"Omega II, Noida",600,South Indian,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F674442%2Frestaurant020211013064528.jpeg,https://www.eazydiner.com//delhi-ncr/sagar-ratna-omega-ii-noida-674442?deal_types[]=postpaid
Jamie's Pizzeria,"Ardee Mall, Ardee City",1500,Italian,4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F668906%2Frestaurant020190907052803.jpg,https://www.eazydiner.com//delhi-ncr/jamies-pizzeria-ardee-mall-ardee-city-668906?deal_types[]=postpaid
Gozo Restaurant,"Sector 127, Noida",800,Multicuisine,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F674077%2Frestaurant220210913100035.jpeg,https://www.eazydiner.com//delhi-ncr/gozo-restaurant-sector-127-noida-674077?deal_types[]=postpaid
Dasaprakash,"Sector 135, Noida",1000,"North Indian,South Indian",5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F671296%2Frestaurant320200723051343.jpg,https://www.eazydiner.com//delhi-ncr/dasaprakash-sector-135-noida-noida-671296?deal_types[]=postpaid
