restaurant_name,restaurant_location,cost_for_2,cusisine,rating,restaurant_img,restaurant_page
Café Resto,"Jaypee Greens Golf & Spa Resort, Noida",2000,Multicuisine,4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F674470%2Frestaurant120211022050020.jpg,https://www.eazydiner.com//delhi-ncr/cafe-resto-jaypee-greens-golf-spa-resort-noida-674470?deal_types[]=postpaid
Maamouche's Alchemy Bar,"Sector 110, Noida",1000,Multicuisine,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F661969%2Frestaurant020190215125015.jpeg,https://www.eazydiner.com//delhi-ncr/maamouches-alchemy-bar-sector-110-noida-661969?deal_types[]=postpaid
My Secret Place,"Palam Vihar, Gurgaon",1000,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F683100%2Frestaurant020220329071556.jpeg,https://www.eazydiner.com//delhi-ncr/my-secret-place-palam-vihar-gurgaon-683100?deal_types[]=postpaid
RBG,"Park Inn by Radisson, Patparganj",1500,Multicuisine,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F657304%2Frestaurant120180919092516.jpg,https://www.eazydiner.com//delhi-ncr/rbg-park-inn-by-radisson-657304?deal_types[]=postpaid
Val Halla,"Indirapuram, Ghaziabad",1500,Multicuisine,3.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672279%2Frestaurant1820210317065245.jpg,https://www.eazydiner.com//delhi-ncr/val-halla-indirapuram-ghaziabad-672279?deal_types[]=postpaid
Imly,"Karol Bagh, Central Delhi",700,"European,North Indian,Street Food,Momos",5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F662238%2Frestaurant020190302110528.jpg,https://www.eazydiner.com//delhi-ncr/imly-cafe-karol-bagh-central-delhi-662238?deal_types[]=postpaid
Breakin' Brew,"Karkardooma, East Delhi",700,"American,Chinese,European,Italian",4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672164%2Frestaurant020201201091615.jpg,https://www.eazydiner.com//delhi-ncr/breakin-brew-karkardooma-east-delhi-672164?deal_types[]=postpaid
Honk,Pullman New Delhi Aerocity-An AccorHotels Brand,2700,Pan Asian,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F600090%2Frestaurant020160311164527.jpg,https://www.eazydiner.com//delhi-ncr/honk-pullman-new-delhi-aerocity-an-accorhotels-brand-igi-airport-600090?deal_types[]=postpaid
Gola Sizzlers,"Preet Vihar, East Delhi",1200,"Sizzlers,Multicuisine",4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F673048%2Frestaurant420210218091656.jpg,https://www.eazydiner.com//delhi-ncr/gola-sizzlers-preet-vihar-east-delhi-673048?deal_types[]=postpaid
Aatithyam,"Sector 104, Noida",500,"Chinese,North Indian,South Indian",4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672199%2Frestaurant220201211082837.jpeg,https://www.eazydiner.com//delhi-ncr/aatithyam-sector-104-noida-672199?deal_types[]=postpaid
Monkey Bar,"Vasant Kunj, South Delhi",1700,"Finger Food,Fusion,Multicuisine",4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110002%2Frestaurant020180806123440.jpg,https://www.eazydiner.com//delhi-ncr/monkey-bar-vasant-kunj-110002?deal_types[]=postpaid
Drums of Heaven,"Green Park, South Delhi",900,Chinese,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110911%2Frestaurant020190223103441.jpg,https://www.eazydiner.com//delhi-ncr/drums-of-heaven-green-park-110911?deal_types[]=postpaid
Infinity,"Crowne Plaza, Mayur Vihar Phase 1",2600,"Italian,Multicuisine",4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F111945%2Frestaurant020160305165842.jpg,https://www.eazydiner.com//delhi-ncr/infinity-crowne-plaza-mayur-vihar-phase-1-111945?deal_types[]=postpaid
Café NH8,Radisson Gurugram Udyog Vihar,1600,All Day Dining,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F112879%2Frestaurant120171208045335.jpg,https://www.eazydiner.com//delhi-ncr/cafe-nh8-radisson-gurugram-udyog-vihar-112879?deal_types[]=postpaid
Sly Granny,"Select Citywalk Mall, Saket",2000,"Fusion,Modern Indian",4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F671106%2Frestaurant020200625091443.jpg,https://www.eazydiner.com//delhi-ncr/sly-granny-select-citywalk-mall-saket-671106?deal_types[]=postpaid
Unlocked - Bar.Kitchen.Escape Room,"32nd Milestone, Gurgaon",1200,Multicuisine,4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F663479%2Frestaurant020190621104408.jpg,https://www.eazydiner.com//delhi-ncr/unlocked-sector-15-gurgaon-663479?deal_types[]=postpaid
Pinch of Spice,"Sector 10, Dwarka, West Delhi",1400,Multicuisine,4.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682474%2Frestaurant020220107085645.jpg,https://www.eazydiner.com//delhi-ncr/pinch-of-spice-sector-10-dwarka-west-delhi-682474?deal_types[]=postpaid
Sorrento,Shangri-La Eros New Delhi,3000,Italian,4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F612514%2Frestaurant120190622132303.jpg,https://www.eazydiner.com//delhi-ncr/sorrento-shangri-la-s-eros-hotel-connaught-place-cp-612514?deal_types[]=postpaid
Jamie's Pizzeria By Jamie Oliver,"Ambience Mall, Gurgaon",800,Pizza,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121474%2Frestaurant220190214123805.jpg,https://www.eazydiner.com//delhi-ncr/jamies-pizzeria-by-jamie-oliver-ambience-mall-121474?deal_types[]=postpaid
Ching Singh,"Logix City Centre Mall, Noida",1200,"Chinese,Indian,Multicuisine,Pan Asian",4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F643613%2Frestaurant320200210132346.jpg,https://www.eazydiner.com//delhi-ncr/ching-shihh-sector-34-noida-643613?deal_types[]=postpaid
Caffe Bella Italia,"Gwal Pahari, Gurgaon",600,Italian,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F673250%2Frestaurant420210331073033.jpeg,https://www.eazydiner.com//delhi-ncr/caffe-bella-italia-gwal-pahari-gurgaon-673250?deal_types[]=postpaid
7 Barrel Brew Pub,"DT Mega Mall, Golf Course Road",1600,Multicuisine,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F121199%2Frestaurant120210908101528.jpeg,https://www.eazydiner.com//delhi-ncr/7-barrel-brew-pub-dlfphase1-121199?deal_types[]=postpaid
Berco's,"Golf Course Road, Gurgaon",1100,Pan Asian,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F118846%2Frestaurant620191213114420.jpeg,https://www.eazydiner.com//delhi-ncr/bercos-golf-course-road-118846?deal_types[]=postpaid
The Clay Oven,"Green Park, South Delhi",1200,Indian,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F653652%2Frestaurant220180621114439.jpeg,https://www.eazydiner.com//delhi-ncr/the-clay-oven-green-park-south-delhi-653652?deal_types[]=postpaid
Punjabi By Nature,"Ambience Mall, Gurgaon",1500,North Indian,4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F657301%2Frestaurant020210927072208.jpeg,https://www.eazydiner.com//delhi-ncr/beer-bahadur-ambience-mall-gurgaon-657301?deal_types[]=postpaid
Swan,"Mehrauli, South Delhi",2000,"Italian,Japanese,Sushi",4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672808%2Frestaurant020210115074109.jpg,https://www.eazydiner.com//delhi-ncr/swan-mehrauli-south-delhi-672808?deal_types[]=postpaid
Jungle Jamboree,"Logix City Centre Mall, Noida",1200,"Chinese,North Indian,Multicuisine,Continental",3.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F643993%2Frestaurant420170419095847.jpg,https://www.eazydiner.com//delhi-ncr/jungle-jamboree-sector-34-noida-643993?deal_types[]=postpaid
Cafe Mez,"Cyber Hub, Gurgaon",1500,"Mediterranean,Middle Eastern",4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682438%2Frestaurant020211228085051.png,https://www.eazydiner.com//delhi-ncr/cafe-mez-cyber-hub-gurgaon-682438?deal_types[]=postpaid
Ssence,"The Suryaa Hotel, New Delhi",3000,"Multicuisine,All Day Dining",4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F111744%2Frestaurant420190412104940.jpg,https://www.eazydiner.com//delhi-ncr/ssence-the-suryaa-hotel-new-friends-colony-111744?deal_types[]=postpaid
Cafe After Hours,"Paschim Vihar, West Delhi",1200,Multicuisine,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F670111%2Frestaurant020210401062936.jpg,https://www.eazydiner.com//delhi-ncr/cafe-after-hours-paschim-vihar-west-delhi-670111?deal_types[]=postpaid
Barbeque 29,"NIT, Faridabad",1500,"Multicuisine,Barbeque",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F666276%2Frestaurant020190726110144.jpeg,https://www.eazydiner.com//delhi-ncr/barbeque-29-nit-faridabad-666276?deal_types[]=postpaid
Dragonfly Experience,Worldmark 1,2000,"European,Fusion,Asian",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F663167%2Frestaurant920210312091121.jpg,https://www.eazydiner.com//delhi-ncr/dragonfly-worldmark-1-663167?deal_types[]=postpaid
24/7 Restaurant,"The Lalit, New Delhi",3000,All Day Dining,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110472%2Frestaurant020170629051039.jpg,https://www.eazydiner.com//delhi-ncr/24-7-restaurant-the-lalit-connaught-place-cp-110472?deal_types[]=postpaid
Spize Barbeque & Bar,"Sector 63, Noida",1200,"North Indian,Barbeque",3.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F640119%2Frestaurant320210809050928.jpg,https://www.eazydiner.com//delhi-ncr/spize-nothing-like-that-bar-be-que-sector-63-noida-640119?deal_types[]=postpaid
Bread & More,"Greater Kailash (GK) 1, South Delhi",600,Bakery,3.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/group%2F6275%2Fmenu020220107071451.jpg,https://www.eazydiner.com//delhi-ncr/bread-more-greater-kailash-gk-1-south-delhi-673214?deal_types[]=postpaid
Food Bus Of India,"Rajendra Place, Central Delhi",400,"Chinese,North Indian",5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F683636%2Frestaurant020220525094507.jpg,https://www.eazydiner.com//delhi-ncr/food-bus-of-india-rajendra-place-central-delhi-683636?deal_types[]=postpaid
Smaaash Airia,"Sector 68, Gurgaon",1200,Multicuisine,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F683441%2Frestaurant020220430121149.png,https://www.eazydiner.com//delhi-ncr/smaaash-sector-68-gurgaon-683441?deal_types[]=postpaid
Ping's Bia Hoi,"One Horizon Center, Golf Course Road",1200,Pan Asian,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F673614%2Frestaurant120210825083315.jpg,https://www.eazydiner.com//delhi-ncr/pings-bia-hoi-one-horizon-center-golf-course-road-673614?deal_types[]=postpaid
Vapour Bar Exchange,"Sohna Road, Gurgaon",1600,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F652999%2Frestaurant020180327055259.jpg,https://www.eazydiner.com//delhi-ncr/vapour-bar-exchange-sohna-road-gurgaon-652999?deal_types[]=postpaid
KLAP,"Khan Market, Central Delhi",1200,Multicuisine,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F673609%2Frestaurant120210709072253.jpg,https://www.eazydiner.com//delhi-ncr/klap-khan-market-central-delhi-673609?deal_types[]=postpaid
Aviary Cocktail Nest,"Commons at DLF Avenue, Saket",1800,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682841%2Frestaurant020220405071905.jpg,https://www.eazydiner.com//delhi-ncr/aviary-commons-at-dlf-avenue-saket-682841?deal_types[]=postpaid
Local Heights,"Punjabi Bagh, West Delhi",1200,Multicuisine,4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672854%2Frestaurant620210127065759.jpg,https://www.eazydiner.com//delhi-ncr/local-heights-punjabi-bagh-west-delhi-672854?deal_types[]=postpaid
Kartoon Cafe,"Rajouri Garden, West Delhi",1200,Multicuisine,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682791%2Frestaurant020220225101048.jpg,https://www.eazydiner.com//delhi-ncr/kartoon-cafe-rajouri-garden-west-delhi-682791?deal_types[]=postpaid
Mount Fuji,"Connaught Place (CP), Central Delhi",1500,Asian,4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F683500%2Frestaurant120220510111903.jpg,https://www.eazydiner.com//delhi-ncr/mount-fuji-connaught-place-cp-central-delhi-683500?deal_types[]=postpaid
Rooftop - The View,"Radisson Blu Kaushambi Delhi NCR, Ghaziabad",2000,Multicuisine,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682538%2Frestaurant020220131103851.jpg,https://www.eazydiner.com//delhi-ncr/rooftop-the-view-radisson-blu-kaushambi-delhi-ncr-ghaziabad-682538?deal_types[]=postpaid
Castle's Barbeque,"Pacific Mall, Tagore Garden",1600,"Beverages,Chinese,Desserts,Fast Food,Finger Food,North Indian,Barbeque",4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F652814%2Frestaurant020211113114534.jpg,https://www.eazydiner.com//delhi-ncr/castles-barbeque-pacific-mall-tagore-garden-652814?deal_types[]=postpaid
October,"Sector 119, Noida",1000,Multicuisine,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682408%2Frestaurant020211223083843.jpg,https://www.eazydiner.com//delhi-ncr/october-sector-119-noida-682408?deal_types[]=postpaid
Kampai,Worldmark 1,1800,"Japanese,Sushi",5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F657610%2Frestaurant420181114135754.jpg,https://www.eazydiner.com//delhi-ncr/kampai-worldmark-1-657610?deal_types[]=postpaid
Guppy,"Lodhi Colony, South Delhi",2200,"Japanese,Sushi",5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110144%2Frestaurant020190121102650.jpg,https://www.eazydiner.com//delhi-ncr/guppy-by-ai-lodhi-colony-110144?deal_types[]=postpaid
Mala-Akbari,"32nd Milestone, Gurgaon",1800,Indian,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F671909%2Frestaurant120201002090852.jpg,https://www.eazydiner.com//delhi-ncr/mala-akbari-32nd-milestone-gurgaon-671909?deal_types[]=postpaid
Pind Balluchi,"Udyog Vihar, Gurgaon",800,"Chinese,Mughlai,North Indian",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F665333%2Frestaurant620190620060126.jpg,https://www.eazydiner.com//delhi-ncr/pind-balluchi-udyog-vihar-gurgaon-665333?deal_types[]=postpaid
Roasted By Roseate,"Ambience Mall, Gurgaon",1100,Cafe,4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682037%2Frestaurant120220226094505.jpg,https://www.eazydiner.com//delhi-ncr/roasted-by-roseate-ambience-mall-gurgaon-682037?deal_types[]=postpaid
CHO - Vietnamese Kitchen & Bar,"Mehrauli, South Delhi",2500,Vietnamese,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682390%2Frestaurant020211220101948.jpeg,https://www.eazydiner.com//delhi-ncr/cho-vietnamese-kitchen-bar-mehrauli-south-delhi-682390?deal_types[]=postpaid
Sizzling Shack,"Park Inn by Radisson, Lajpat Nagar 4",1500,Multicuisine,4.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F681942%2Frestaurant020211027105635.jpg,https://www.eazydiner.com//delhi-ncr/sizzling-shack-park-inn-by-radisson-lajpat-nagar-4-681942?deal_types[]=postpaid
Aqua,"The Park, New Delhi",3200,Mediterranean,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110011%2Faqa%2B1-01.jpg,https://www.eazydiner.com//delhi-ncr/aqua-the-park-connaught-place-cp-110011?deal_types[]=postpaid
Home,"Ambience Mall, Vasant Kunj",3000,"European,Japanese,Modern Indian",4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F671822%2Frestaurant320200914105554.jpg,https://www.eazydiner.com//delhi-ncr/home-ambience-mall-vasant-kunj-671822?deal_types[]=postpaid
Chaska,"Kalkaji, South Delhi",600,Indian,4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672197%2Frestaurant020201210104803.jpeg,https://www.eazydiner.com//delhi-ncr/chaska-kalkaji-south-delhi-672197?deal_types[]=postpaid
Anardana,"R K Puram, South Delhi",1500,North Indian,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682742%2Frestaurant020220309064942.jpg,https://www.eazydiner.com//delhi-ncr/anardana-r-k-puram-south-delhi-682742?deal_types[]=postpaid
Raasta,"Cyber Hub, Gurgaon",1500,Cocktail Menu,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110129%2Frestaurant020170310112319.jpg,https://www.eazydiner.com//delhi-ncr/raasta-dlf-cyber-city-110129?deal_types[]=postpaid
Tossin Pizza,"Galleria Market, Gurgaon",800,Pizza,4.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110138%2Frestaurant020210908051119.jpg,https://www.eazydiner.com//delhi-ncr/crusty-gourmet-pizzas-more-110138?deal_types[]=postpaid
National Highway 44,"Connaught Place (CP), Central Delhi",1000,Indian,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/,https://www.eazydiner.com//delhi-ncr/national-highway-44-connaught-place-cp-central-delhi-683560?deal_types[]=postpaid
Delhi Pavilion,"Sheraton, New Delhi, South Delhi",3000,"Indian,Multicuisine",4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110859%2F8166_1-01.jpg,https://www.eazydiner.com//delhi-ncr/delhi-pavilion-sheraton-south-delhi-saket-110859?deal_types[]=postpaid
Smaaash,"Sector 18, Noida",1200,Multicuisine,5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F683413%2Frestaurant020220430052614.png,https://www.eazydiner.com//delhi-ncr/smaaash-sector-18-noida-683413?deal_types[]=postpaid
The Branch Cafe,"South Extension 2, South Delhi",1000,Multicuisine,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F648377%2Frestaurant320171026062734.jpg,https://www.eazydiner.com//delhi-ncr/the-branch-cafe-south-extension-2-south-delhi-648377?deal_types[]=postpaid
Not Just Indian,"Indirapuram, Ghaziabad",1000,Multicuisine,4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682926%2Frestaurant020220315090857.jpg,https://www.eazydiner.com//delhi-ncr/not-just-indian-indirapuram-ghaziabad-682926?deal_types[]=postpaid
Savannah Bar,"Radisson Blu Plaza Delhi Airport, Mahipalpur",2000,Multicuisine,4.6,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F113482%2F0-01.jpg,https://www.eazydiner.com//delhi-ncr/savannah-bar-radisson-blu-plaza-delhi-mahipalpur-delhi-113482?deal_types[]=postpaid
Ano Tai,"Jaypee Vasant Continental, New Delhi",2500,oriental,4.9,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F112257%2Frestaurant020211101091747.jpg,https://www.eazydiner.com//delhi-ncr/ano-tai-jaypee-vasant-continental-vasant-vihar-112257?deal_types[]=postpaid
Paatra,"Jaypee Vasant Continental, New Delhi",2800,North Indian,4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F112046%2Frestaurant020211101113810.jpg,https://www.eazydiner.com//delhi-ncr/paatra-jaypee-vasant-continental-vasant-vihar-112046?deal_types[]=postpaid
Punjabi By Nature,"Ambience Mall, Vasant Kunj",1600,North Indian,4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110471%2Frestaurant020210906090726.jpg,https://www.eazydiner.com//delhi-ncr/punjabi-by-nature-vasant-kunj-110471?deal_types[]=postpaid
Dhansoo Cafe,"Tagore Garden, West Delhi",1700,Regional Indian,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F673163%2Frestaurant020210322063508.jpg,https://www.eazydiner.com//delhi-ncr/dhansoo-cafe-pacific-mall-tagore-garden-673163?deal_types[]=postpaid
Chicago Pizza,"Vikaspuri, West Delhi",600,Pizza,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F669850%2Frestaurant020211110094910.jpg,https://www.eazydiner.com//delhi-ncr/chicago-pizza-vikaspuri-west-delhi-669850?deal_types[]=postpaid
Amelia By The Playpen,"MG Road, South Delhi",700,"Bakery,Cafe,European",4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682993%2Frestaurant020220319110849.jpeg,https://www.eazydiner.com//delhi-ncr/amelia-by-the-playpen-mg-road-south-delhi-682993?deal_types[]=postpaid
Café Resto,"Jaypee Siddharth, New Delhi",2500,Multicuisine,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F681962%2Frestaurant020211101081820.jpg,https://www.eazydiner.com//delhi-ncr/cafe-resto-jaypee-siddharth-new-delhi-681962?deal_types[]=postpaid
EEST,"The Westin, Gurgaon",3600,Pan Asian,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110868%2F9549_01-01.jpg,https://www.eazydiner.com//delhi-ncr/eest-the-westin-sector-29-110868?deal_types[]=postpaid
The Love story cafe,"Sector 71, Gurgaon",1000,Multicuisine,4.8,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F683399%2Frestaurant1020220429085900.jpg,https://www.eazydiner.com//delhi-ncr/the-love-story-cafe-sector-71-gurgaon-683399?deal_types[]=postpaid
Cafe By Soul,"DLF Phase 1, Gurgaon",800,"European,Italian",4.5,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672222%2Frestaurant020201217095341.jpeg,https://www.eazydiner.com//delhi-ncr/cafe-by-soul-dlf-phase-1-gurgaon-672222?deal_types[]=postpaid
Dhansoo Cafe,"Ambience Mall, Gurgaon",1000,Regional Indian,4.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F673949%2Frestaurant020211127111416.jpg,https://www.eazydiner.com//delhi-ncr/dhansoo-cafe-ambience-mall-gurgaon-673949?deal_types[]=postpaid
The Flying Saucer Cafe,"Epicuria Mall, Nehru Place",2000,Casual Eclectic,4.2,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F110009%2Frestaurant420210226084430.jpg,https://www.eazydiner.com//delhi-ncr/the-flying-saucer-cafe-nehru-place-110009?deal_types[]=postpaid
Delhi barbeque,"Mahipalpur, South Delhi",1500,"Multicuisine,Barbeque",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F665561%2Frestaurant120190628120424.jpg,https://www.eazydiner.com//delhi-ncr/delhi-barbeque-mahipalpur-south-delhi-665561?deal_types[]=postpaid
Ambra,"Greater Kailash (GK) 2, South Delhi",1200,"Coffee and Tea,Desserts,Fast Food,Italian,Pizza,Multicuisine,Continental",4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672915%2Frestaurant1320210205074359.jpg,https://www.eazydiner.com//delhi-ncr/ambra-greater-kailash-gk-2-south-delhi-672915?deal_types[]=postpaid
RDX,"Safdarjung, South Delhi",1500,North Indian,3.4,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F111901%2Frestaurant420191022124956.jpg,https://www.eazydiner.com//delhi-ncr/rdx-safdarjung-111901?deal_types[]=postpaid
Houz Cafe Bar,"Sector 65, Gurgaon",1400,Multicuisine,4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F673668%2Frestaurant020210723105336.jpg,https://www.eazydiner.com//delhi-ncr/houz-cafe-bar-sector-65-gurgaon-673668?deal_types[]=postpaid
TFR Retro House,"Sector 47, Gurgaon",2000,Multicuisine,4.7,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F682673%2Frestaurant020220208120358.jpg,https://www.eazydiner.com//delhi-ncr/tfr-retro-house-sector-47-gurgaon-682673?deal_types[]=postpaid
Kutumb,"Sector 10, Rohini, West Delhi",650,Indian,4.1,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672960%2Frestaurant420210210064215.jpeg,https://www.eazydiner.com//delhi-ncr/kutumb-sector-10-rohini-west-delhi-672960?deal_types[]=postpaid
Pikwik Since 1991,"Ring Road Mall, Rohini",800,"Indian,North Indian",5.0,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F111644%2Frestaurant020201007082032.jpg,https://www.eazydiner.com//delhi-ncr/pikwik-rohini-111644?deal_types[]=postpaid
Juniper Bar,"Andaz Delhi, Aerocity",2500,"European,North Indian",4.3,https://d4t7t8y8xqo0t.cloudfront.net/resized/180X200/restaurant%2F672192%2Frestaurant220201208111918.jpg,https://www.eazydiner.com//delhi-ncr/juniper-bar-andaz-delhi-aerocity-672192?deal_types[]=postpaid
